Word,Chinese,Definition,Synonyms,Usage,Reference
professionalism,"n.专家的地位,特性或方法,专业主义",,,consummate professionalism...,American Psycho-English
professionally,"adv.专业地,内行地",,,"to look over professionally,",Frida [2002]
professor,n.(=professor)教授,,,I am simple professor always,Spider Man 2 2004 Extended
proficiency,"*groan n./v.呻吟 make a deep inarticulate sound in response to despair/
pain. Marty groaned and pulled the blanket over his head.
grocery n.食品雜貨店 a grocer's store or business.",,,the military proficiency...,The Pacifier 2005-English
proficient,n.精通,,,"Proficient at work,",The Island 2005
profile,"n.剖面,侧面,外形,轮廓",,,There's no profile for a suicide bomber.,The Interpreter 2005-English
profiling,,,,,
profinet,,,,,
profit,"裝載 a heavy or bulky thing that is being carried. they must carry a load of up to eighty pounds.
loaf n.一條麵包a quantity of bread that is shaped and baked in one piece and usually sliced before being eaten. a loaf of bread.
loan n./v.貸款a thing that is borrowed, especially that is expected to be paid back with interest. borrowers can take out a loan for $84,000.
a room providing a space out of which one or more other
rooms lead. they went into the hotel lobby.
lobster n.龍蝦
belonging or relating to a particular area or neighborhood. researching local history.",,,profit from her scheming.,Vanity Fair 2004
profitable,adj.有利可图的,,,"most profitable to Jack,",Pirates of the Caribbean The Curse of the Black Pearl 2003
profiteer,n.奸商,,,"as a war profiteer, Howard?",The Aviator 2004-English
profound,"adj.深刻的,意义深远的,渊博的,造诣深的",,,"...a profound way, is sympathetic",Pirates of the Caribbean The Curse of the Black Pearl 2003
profoundly,"adv.深深地,衷心地",,,a profoundly happy marriage.,Alexander 2004-English
progeny,n.后裔,,,his Nippon progeny,Kill Bill Vol 1 2003
prognathous,adj.下巴突出的,,,Notice a distinct prognathous,Spider Man 2 2004 Extended
program,"devil n.魔鬼 belief in the Devil.
devise v.策劃；dine v.用餐 dinner n.晚餐",,,our program ...,Ray 2004
programme,"n.v.=program 程序,编程",,,programme of democratic reform.,The Interpreter 2005-English
programmer,"n.程序师,程序规划员",,,I seen them. My buddy is a programmer,The Island 2005
programming,"Application Programming Interface,应用编程接口;美国石油组织;Armor Piercing Incendiary,穿甲燃烧弹",,,'We will return to our regular programming,Dawn of the Dead 2004-English
progress,heal v.治癒,,,enough progress alone.,The Interpreter 2005-English
progressing,*groom n.馬夫,,,,
progressive,"n.改革论者,进步论者adj.前进的,(税收)累进的,进步的",,,"This is a progressive school,",Donnie Darko
prohibit,,,,,
prohibition,,,,,
project,"n.计划,方案,事业,企业,工程v.设计,计划,投射,放映,射出,发射(导弹等),凸出",,,"Wonderful project, your dad's train.",Batman Begins 2005
projectile,n.射弹adj.发射的,,,projectile!,Monsters Inc 2001
projecting,"adj.突出的,伸出的",,,You're just projecting all over him.,The 40 Year Old Virgin 2005
projection,hire v./n.租借；雇用,,,"Facial projection, 108.",Spider Man 2 2004 Extended
projectionist,"n.<美>电影放映员,幻灯放映员,电视播放员",,,He had one part-time job as a projectionist.,Fight Club 1999
projet,"n.设计,计划,条约草案",,,est projet.,From Hell 2001
prolific,"adj.多产的,丰富的,大量繁殖的",,,"Wow, you're prolific!",2046 2004
prolog,,,,,
prologue,n.序言,,,of the Royal Navy in the prologue.,Pirates of the Caribbean The Curse of the Black Pearl 2003
prolong,,,,,
prometheus,n.[希神]普罗米修斯(造福于人类的神),,,You remember Prometheus...,Alexander 2004-English
prominent,"adj.卓越的,显著的,突出的",,,He is not so prominent that,Vanity Fair 2004
promiscuous,adj.混杂的,,,"You start out by being promiscuous,",The Quiet American 2002
promise,"vt.允诺,答应n.允诺,答应,许诺",,,"""I promise you, dearest Amelia,",Vanity Fair 2004
promised,,,,"- Abigail, you promised.",Spider Man 2 2004 Extended
promises,n.承诺v.允诺,,,He promises to talk,Vanity Fair 2004
promising,"adj.有希望的,有前途的",,,- Yes. You've been promising me all...,Finding Neverland 2004-English
promote,"vt.促进,发扬,提升,提拔,晋升为 /n.升级/降级",,,There's nothing to promote.,Ray 2004
promoter,"n.促进者,助长者",,,A promoter swearing you did side deals,Ray 2004
promotion,"n.促进,发扬,提升,提拔,晋升",,,Maybe he got tired of waiting for that promotion that never happened.,Guess Who 2005-English
prompt,,,,,
prompter,n.敦促者,,,With a prompter,Amelie 2001
pron,"adj.全部的,所有的,整个的adv.完全,更加,越发 pron.全部",,,,
prone,adj.倾向于,,,- Prone to weakness.,The Incredibles 2004
pronged,adj.尖端分叉的,,,multi-pronged amphibious landings,The Pacifier 2005-English
prongs,fork n./v.叉子,,,,
pronoun,,,,,
pronounce,"v.发音,宣告,断言",,,It is not done to pronounce,Vanity Fair 2004
pronounced,"adj.讲出来的,显著的,断然的,明确的",,,... pronounced the craft an unknown quantity.,The Aviator 2004-English
pronouncing,"adj.发音的,表示发音的",,,"Now, am I pronouncing this right...",Batman Begins 2005
pronto,"adv.<美俚>很快地,急速地",,,Pronto.,Almost Famous-English
proof,"n.证据,试验,考验,[印刷]校样adj.不能透入的,证明用的,防...的,有耐力的vt.检验,校对,使不被穿透",,,I want proof.,Spider Man 2 2004 Extended
prop,"n.支持者,倚靠人,道具,螺旋桨vt.支撑,维持",,,the prop reversed pitch.,The Aviator 2004-English
propaganda,"n.宣传,[天主教]传道总会",,,I'd say cut the propaganda.,Frida [2002]
propagation,,,,,
propel,"vt.推进,驱使",,,that propel all the other,Pirates of the Caribbean The Curse of the Black Pearl 2003
propeller,"n.推进者,推进物,尤指轮船,飞机上的螺旋推进器",,,the starboard rear propeller.,The Aviator 2004-English
proper,December n.十二月,,,a very proper sense of the merits,Vanity Fair 2004
properly,*disorganized adj.雜亂無章的；divine adj.神的；神聖的,,,- Does that help? - Are you sure you set that thing up properly?,Eternal Sunshine of the Spotless Mind 2004
properties,matter n.事情,,,,
property,*deception n.欺騙；*demanding adj.苛責的；艱鉅的,,,private property of Hughes Productions.,The Aviator 2004-English
prophecy,"n.预言,预言能力",,,"""who seek to fulfil an ancient prophecy",Tomb Raider 2001
prophesy,,,,,
prophet,"n.先知,预言者,提倡者",,,"Their prophet says, ""Submit.""",Kingdom of Heaven 2005
proponent,"n.建议者,支持者,[律]提出认证遗嘱者",,,lost its main proponent,X Men 2000
proportion,"n.比例,均衡,面积,部分vt.使成比例,使均衡,分摊",,,in proportion to your physique.,American Psycho-English
proportionate,adj.成比例的v.成比例,,,- The pay is proportionate.,Kingdom of Heaven 2005
proportionately,"adv.相称地,成比例地",,,...proportionately equal to the,Spider Man - Trilogy 2002
proposal,"n.提议,建议",,,I have a proposal to put to you.,Vanity Fair 2004
propose,"vt.计划,建议,向...提议,求(婚)vi.打算,求婚",,,"I win, you think he'll propose?",Million Dollar Baby 2004
proposed,被提议的,,,"I like it. You proposed to me here,",Mr and Mrs Smith 2005
proposes,,,,"If someone proposes to me now,",Born To Be King (2000)-en
proposition,"n.主张,建议,陈述,命题",,,Side proposition to the winner:,Almost Famous-English
propositional,,,,,
propped,,,,,
propriety,n.适当,,,he's still concerned with propriety,Pirates of the Caribbean The Curse of the Black Pearl 2003
props,n.小道具,,,- Are both starboard props turning?,The Aviator 2004-English
propulsion,,,,,
prose,,,,,
prosecute,"vt.实行,从事,告发,起诉vi.告发,起诉,作检察官",,,- We've got all we need to prosecute.,The Interpreter 2005-English
prosecution,"n.进行,经营,检举,起诉",,,for false prosecution.,Sin City 2005-English
prosecutor,n.检举人,,,There isn't a prosecutor in the state,Sin City 2005-English
prospect,"n.景色,前景,前途,期望vi.寻找,勘探",,,The prospect of what lies before,Spider Man 2 2004 Extended
prospector,"n.探勘者,采矿者",,,Prospector said someday you'd come.,Toy Story 2-English
prosper,"v.成功,兴隆,昌盛,(指上帝)使成功,使昌隆,繁荣",,,Support me and prosper,The Storm Riders 1998
prosperity,n.繁荣,,,Long live the king in prosperity.,Kingdom of Heaven 2005
prosperous,adj.繁荣的,,,well-established and prosperous.,Born To Be King (2000)-en
prostate,adj.前列腺的n.前列腺,,,- I could check your prostate.,Fight Club 1999
prostitute,n.妓女,,,Billie was a former prostitute,Million Dollar Baby 2004
prostrate,"adj.降伏的,沮丧的,衰竭的,俯卧的vt.弄倒,使屈服",,,you're lying prostrate and helpless...,The Last Samurai 2003
protagonist,"n.(戏剧,故事,小说中的)主角,领导者,积极参加者",,,Elizabeth is the protagonist,Pirates of the Caribbean The Curse of the Black Pearl 2003
protean,"adj. 变化多端的,变化无常的",,,"The virus is protean,",Resident Evil 2002
protect,*guard n./v.保衛；grandchild n.(外)孫子／女 a child of one's son or daughter.,,,that protect us.,Spider Man 2 2004 Extended
protecting,,,,You were protecting him,Million Dollar Baby 2004
protection,"*generalize v.歸納
generation n.世代",,,we're their only protection.,Spider Man 2 2004 Extended
protective,"*hardware n.硬體；*helicopter n.直升機
*helmet n.頭盔；安全帽",,,Sort of an innate protective thing.,Hitch 2005
protectively,,,,,
protector,*guardian n.監護人；granddaughter n.孫女；外孫女 a daughter of one's son or daughter.,,,"I'm scared, and my protector is",The Interpreter 2005-English
protein,"力學；機械學 the branch of applied mathematics dealing
with motion and forces producing motion. a metal disk with an inscription or design, made to commemorate an event or awarded.
the main means of mass communication.
their demands were publicized by the media.
relating to the science of medicine, or to the treatment
of illness and injuries. a medical center.
a substance used for medical treatment.
certain medications can cause dizziness.
the science or practice of the diagnosis, treatment.
he made distinguished contributions to medicine.
*medieval adj.中世紀的relating to the Middle Ages.
the action or practice of meditating. a life of meditation.
medium n.中間；媒介an agency or means of doing something. using the
latest technology as a medium for job creation.
溫順的quiet, gentle, and easily imposed on. I used to call her Miss Mouse because she was so meek and mild.
come into the presence or company of (someone) by chance or
arrangement. a week later I met him in the street.
meeting n.會議 an assembly of people. the early-dismissal policy will be",,,and the protein-based catalyst.,Batman Begins 2005
proteins,gene n.基因；glorious adj.光榮的；輝煌的 the most glorious victory of all time.,,,,
protest,"n.主张,断言,抗议v.主张,断言抗议,拒付",,,They're here to protest the appearance,The Interpreter 2005-English
protocol,"Hypertext Transfer Protocol,超文本传输协议",,,there's an imprinting protocol...,A I Artificial Intelligence-English
protocols,,,,has prepared a series of protocols...,Gladiator 2000 EXTENDED
protons,"electronic adj.電子的 electronics n 電子學 elegant adj.優雅的；put (food) into the mouth and chew and swallow it. he was eating a hot dog.
*eccentric adj./n.古怪的(人) unconventional and slightly strange.
my favorite aunt is very eccentric.
*echo n.回聲；回響 the walls threw back the echoes of his footsteps.",,,,
prototype,n.原型,,,...a prototype of a flying boat,The Aviator 2004-English
proud,"adj.自豪的,得意的,骄傲的,妄自尊大的",,,though she's too proud to admit it.,Vanity Fair 2004
proudly,adv.骄傲地,,,we proudly present,Chicago 2002-English
prove,"showing anger or annoyance at what is perceived as
*indignant adj.憤慨的unfair treatment. he was indignant at being the object
anger provoked by what is perceived as unfair treatment. the letter filled Lucy with indignation.",,,Prove it.,Kingdom of Heaven 2005
proved,garbage n.垃圾；give v.給,,,Neither earned nor proved.,Kingdom of Heaven 2005
proven,film n./v.軟片；電影,,,"Obviously, I've heard other black jokes, but I think I've proven my point.",Guess Who 2005-English
provenance,"n.起源,出处",,,area is the provenance...,Gangs of New York 2002
prover,,,,,
proverb,n.谚语,,,a proverb from the Urals.,Enemy at the Gates 2001
proverbs,n.(旧约圣经中的)箴言篇,,,It's from The Proverbs chapter 6 verse 4.,Oldboy 2003
provide,furnish v.裝設；佈置,,,I was supposed to provide,The Constant Gardener 2005-English
provided,conj.倘若,,,He left her well provided for.,Vanity Fair 2004
provider,,,,,
provides,*dweller n.居民,,,"The T-virus provides a massive jolt,",Resident Evil 2002
providing,"so. we are standing on a historic site.
of or concerning history.
歷史的’the historical background to such studies.
the study of past events, particularly in human affairs.",,,"or providing for that baby,",Ray 2004
province,n.省(一个国家的大行政区),,,In the province of Oubangui in,Spider Man 2 2004 Extended
